img,z,conf
1692846943.005507,8.898,0.4265
1692846943.037551,8.898,0.3521
1692846943.073628,8.898,0.4612
1692846943.105713,8.898,0.4007
1692846943.137579,8.898,0.4637
1692846943.173733,8.898,0.4028
1692846943.205561,8.901,0.3705
1692846943.237588,8.901,0.4043
1692846943.273122,8.901,0.2966
1692846943.305980,8.901,0.363
1692846943.337167,8.901,0.4353
1692846943.373394,8.901,0.4023
1692846943.405470,8.905,0.5084
1692846943.437343,8.905,0.4366
1692846943.473291,8.905,0.3937
1692846943.505373,8.905,0.4484
1692846943.537268,8.905,0.3504
1692846943.573257,8.905,0.3433
1692846943.605362,8.905,0.3731
1692846943.637317,8.905,0.435
1692846943.673265,8.905,0.4249
1692846943.706488,8.905,0.5017
1692846943.737623,8.905,0.3625
1692846943.773262,8.905,0.4039
1692846943.805328,8.904,0.4308
1692846943.837407,8.904,0.3899
1692846943.873501,8.904,0.3601
1692846943.905602,8.904,0.3958
1692846943.937469,8.904,0.3773
1692846943.973209,8.904,0.3111
1692846944.005479,8.902,0.4268
1692846944.037851,8.902,0.3824
1692846944.073492,8.902,0.3445
1692846944.105457,8.902,0.4251
1692846944.137713,8.902,0.3141
1692846944.173692,8.902,0.3405
1692846944.205333,8.904,0.3505
1692846944.237421,8.904,0.4068
1692846944.273660,8.904,0.6112
1692846944.305507,8.904,0.3016
1692846944.337338,8.904,0.4135
1692846944.373210,8.904,0.3779
1692846944.405336,8.904,0.3565
1692846944.437454,8.904,0.3682
1692846944.473586,8.904,0.3702
1692846944.505914,8.904,0.3583
1692846944.537793,8.904,0.4117
1692846944.573282,8.904,0.3985
1692846944.605153,8.906,0.2961
1692846944.637206,8.906,0.3322
1692846944.673833,8.906,0.3957
1692846944.705239,8.906,0.567
1692846944.737367,8.906,0.4759
1692846944.773311,8.906,0.3076
1692846944.805302,8.91,0.4047
1692846944.837322,8.91,0.369
1692846944.873214,8.91,0.5104
1692846944.905191,8.91,0.3639
1692846944.937432,8.91,0.4044
1692846944.973320,8.91,0.3535
1692846945.005330,8.913,0.3833
1692846945.037342,8.913,0.361
1692846945.073215,8.913,0.3098
1692846945.105319,8.913,0.3984
1692846945.137267,8.913,0.4454
1692846945.173873,8.913,0.3586
1692846945.205505,8.91,0.3063
1692846945.237517,8.91,0.3689
1692846945.273230,8.91,0.3919
1692846945.305331,8.91,0.3768
1692846945.337405,8.91,0.363
1692846945.373486,8.91,0.6282
1692846945.405205,8.905,0.3776
1692846945.437259,8.905,0.3362
1692846945.473480,8.905,0.262
1692846945.505336,8.905,0.3359
1692846945.537274,8.905,0.3473
1692846945.573308,8.905,0.323
1692846945.605339,8.899,0.4215
1692846945.637276,8.899,0.367
1692846945.673579,8.899,0.2855
1692846945.705408,8.899,0.3663
1692846945.737269,8.899,0.6773
1692846945.773202,8.899,0.2405
1692846945.805389,8.899,0.322
1692846945.837264,8.899,0.4144
1692846945.873237,8.899,0.3459
1692846945.905314,8.899,0.3557
1692846945.937510,8.899,0.3837
1692846945.973284,8.899,0.3331
1692846946.005300,8.898,0.3996
1692846946.037412,8.898,0.375
1692846946.073667,8.898,0.4236
1692846946.105678,8.898,0.4116
1692846946.137678,8.898,0.3425
1692846946.173291,8.898,0.3231
1692846946.205792,8.898,0.3607
1692846946.237383,8.901,0.3898
1692846946.273420,8.901,0.4565
1692846946.305447,8.901,0.4839
1692846946.337549,8.901,0.4615
1692846946.373300,8.901,0.3844
1692846946.405507,8.901,0.4321
1692846946.437591,8.905,0.4017
1692846946.473358,8.905,0.5007
1692846946.505377,8.905,0.4105
1692846946.537461,8.905,0.3877
1692846946.573988,8.905,0.4427
1692846946.605283,8.905,0.3917
1692846946.637223,8.903,0.2918
1692846946.673199,8.903,0.5108
1692846946.705256,8.903,0.3625
1692846946.737168,8.903,0.4545
1692846946.773293,8.903,0.417
1692846946.805360,8.903,0.458
1692846946.837445,8.901,0.4263
1692846946.873450,8.901,0.2977
1692846946.905433,8.901,0.3204
1692846946.937348,8.901,0.4315
1692846946.973277,8.901,0.3786
1692846947.005354,8.901,0.5006
1692846947.037439,8.897,0.4529
1692846947.073173,8.897,0.43
1692846947.105428,8.897,0.2878
1692846947.137197,8.897,0.4647
1692846947.173298,8.897,0.4337
1692846947.205202,8.897,0.441
1692846947.237244,8.9,0.4719
1692846947.273335,8.9,0.3065
1692846947.305484,8.9,0.3747
1692846947.338649,8.9,0.4209
1692846947.373516,8.9,0.4457
1692846947.405418,8.9,0.4257
1692846947.437556,8.901,0.4772
1692846947.473501,8.901,0.5067
1692846947.505533,8.901,0.5546
1692846947.537683,8.901,0.5453
1692846947.573603,8.901,0.477
1692846947.605669,8.901,0.5928
1692846947.637537,8.902,0.4621
1692846947.673391,8.902,0.4764
1692846947.705554,8.902,0.5092
1692846947.737336,8.902,0.5886
1692846947.773472,8.902,0.5189
1692846947.805538,8.902,0.4227
1692846947.837243,8.905,0.4841
1692846947.873351,8.905,0.5494
1692846947.905749,8.905,0.549
1692846947.937326,8.905,0.3896
1692846947.973341,8.905,0.4353
1692846948.005392,8.905,0.4534
1692846948.037429,8.905,0.5542
1692846948.073459,8.905,0.5446
1692846948.105348,8.909,0.5132
1692846948.137290,8.909,0.5775
1692846948.173301,8.909,0.5483
1692846948.205576,8.909,0.4811
1692846948.237170,8.909,0.5391
1692846948.273225,8.909,0.5487
1692846948.305343,8.913,0.5153
1692846948.337309,8.913,0.5331
1692846948.373391,8.913,0.5614
1692846948.405284,8.913,0.5959
1692846948.437371,8.913,0.4946
1692846948.473282,8.913,0.5912
1692846948.505460,8.913,0.6011
1692846948.537340,8.914,0.5459
1692846948.573232,8.914,0.5984
1692846948.605854,8.914,0.5487
1692846948.637414,8.914,0.5346
1692846948.673223,8.914,0.4604
1692846948.705449,8.914,0.5807
1692846948.737489,8.914,0.5896
1692846948.773276,8.919,0.5259
1692846948.805396,8.919,0.5964
1692846948.837380,8.919,0.5888
1692846948.873348,8.919,0.6031
1692846948.905202,8.919,0.6111
1692846948.937296,8.919,0.5837
1692846948.973202,8.923,0.6229
1692846949.005334,8.923,0.5695
1692846949.037241,8.923,0.607
1692846949.073276,8.923,0.6204
1692846949.105398,8.923,0.6244
1692846949.137427,8.923,0.5888
1692846949.173238,8.924,0.5895
1692846949.205411,8.924,0.4948
1692846949.237414,8.924,0.4788
1692846949.273313,8.924,0.5872
1692846949.305407,8.924,0.5941
1692846949.337344,8.929,0.5894
1692846949.373310,8.929,0.585
1692846949.405310,8.929,0.5947
1692846949.437418,8.929,0.6011
1692846949.473593,8.929,0.6286
1692846949.505481,8.929,0.5725
1692846949.538692,8.931,0.6247
1692846949.573465,8.931,0.6044
1692846949.605520,8.931,0.5945
1692846949.637456,8.931,0.666
1692846949.673322,8.931,0.6455
1692846949.705532,8.931,0.5627
1692846949.737501,8.931,0.569
1692846949.773544,8.939,0.6353
1692846949.805252,8.939,0.6346
1692846949.837269,8.939,0.639
1692846949.873224,8.939,0.6309
1692846949.905336,8.939,0.657
1692846949.937395,8.939,0.6373
1692846949.973376,8.939,0.6461
1692846950.006086,8.942,0.6086
1692846950.037561,8.942,0.6274
1692846950.073349,8.942,0.6189
1692846950.105609,8.942,0.6391
1692846950.137483,8.942,0.6693
1692846950.173477,8.942,0.6243
1692846950.205403,8.943,0.5431
1692846950.237328,8.943,0.6214
1692846950.273368,8.943,0.6519
1692846950.305490,8.943,0.6523
1692846950.337287,8.943,0.673
1692846950.373636,8.943,0.6672
1692846950.405366,8.933,0.672
1692846950.437444,8.933,0.6759
1692846950.473338,8.933,0.6947
1692846950.505395,8.933,0.67
1692846950.537323,8.933,0.6382
1692846950.573445,8.933,0.6759
1692846950.605300,8.933,0.7101
1692846950.637330,8.928,0.6158
1692846950.673414,8.928,0.6912
1692846950.705571,8.928,0.6959
1692846950.737482,8.928,0.6869
1692846950.773489,8.928,0.6868
1692846950.805609,8.928,0.7266
1692846950.837679,8.925,0.7086
1692846950.873541,8.925,0.721
1692846950.905540,8.925,0.7081
1692846950.937699,8.925,0.7188
1692846950.973364,8.925,0.7326
1692846951.005627,8.925,0.7369
1692846951.037988,8.925,0.7305
1692846951.073611,8.929,0.7076
1692846951.105588,8.929,0.638
1692846951.137652,8.929,0.6795
1692846951.173465,8.929,0.7316
1692846951.205382,8.929,0.7268
1692846951.237580,8.937,0.7062
1692846951.273448,8.937,0.7198
1692846951.305357,8.937,0.6971
1692846951.337419,8.937,0.6853
1692846951.373677,8.937,0.7432
1692846951.405435,8.937,0.724
1692846951.437481,8.94,0.7227
1692846951.473494,8.94,0.7153
1692846951.505835,8.94,0.6902
1692846951.537646,8.94,0.7106
1692846951.573670,8.94,0.7192
1692846951.606035,8.94,0.7286
1692846951.637659,8.933,0.7027
1692846951.673863,8.933,0.6755
1692846951.705694,8.933,0.7055
1692846951.737545,8.933,0.7267
1692846951.773459,8.933,0.6973
1692846951.805484,8.933,0.7031
1692846951.837763,8.933,0.6341
1692846951.873563,8.931,0.7081
1692846951.905497,8.931,0.72
1692846951.937490,8.931,0.7071
1692846951.973460,8.931,0.6883
1692846952.005522,8.931,0.6818
1692846952.037483,8.924,0.7023
1692846952.073440,8.924,0.7111
1692846952.105510,8.924,0.7152
1692846952.137441,8.924,0.7233
1692846952.173341,8.924,0.6975
1692846952.205675,8.924,0.651
1692846952.237469,8.919,0.704
1692846952.273456,8.919,0.7065
1692846952.305370,8.919,0.701
1692846952.337519,8.919,0.7218
1692846952.373771,8.919,0.689
1692846952.405761,8.919,0.7051
1692846952.438444,8.924,0.7038
1692846952.473706,8.924,0.6991
1692846952.505527,8.924,0.7088
1692846952.537550,8.924,0.7006
1692846952.573716,8.924,0.7165
1692846952.605452,8.924,0.7177
1692846952.637548,8.934,0.7155
1692846952.673409,8.934,0.7082
1692846952.705677,8.934,0.7403
1692846952.737419,8.934,0.6885
1692846952.773454,8.934,0.7276
1692846952.805659,8.934,0.7142
1692846952.837491,8.934,0.6837
1692846952.874010,8.95,0.7061
1692846952.905343,8.95,0.7111
1692846952.937400,8.95,0.6915
1692846952.973423,8.95,0.7165
1692846953.005557,8.95,0.7087
1692846953.037446,8.95,0.7008
1692846953.073329,8.951,0.7198
1692846953.105638,8.951,0.7038
1692846953.137507,8.951,0.7216
1692846953.173535,8.951,0.7238
1692846953.205393,8.951,0.7271
1692846953.238639,8.951,0.711
1692846953.273586,8.951,0.7003
1692846953.305847,8.947,0.7447
1692846953.337671,8.947,0.7329
1692846953.373372,8.947,0.7265
1692846953.405647,8.947,0.711
1692846953.437592,8.947,0.725
1692846953.473452,8.947,0.7167
1692846953.505507,8.939,0.6897
1692846953.537368,8.939,0.7324
1692846953.573498,8.939,0.7329
1692846953.605639,8.939,0.7289
1692846953.637478,8.939,0.7286
1692846953.673473,8.939,0.7417
1692846953.705483,8.949,0.7192
1692846953.740665,8.949,0.7384
1692846953.777567,8.949,0.7206
1692846953.809749,8.949,0.7357
1692846953.841847,8.949,0.7231
1692846953.872915,8.949,0.7046
1692846953.905290,8.953,0.7059
1692846953.936883,8.953,0.73
1692846953.973104,8.953,0.6935
1692846954.005370,8.953,0.7191
1692846954.037383,8.953,0.6696
1692846954.073458,8.953,0.7242
1692846954.105830,8.939,0.6911
1692846954.137463,8.939,0.6825
1692846954.173234,8.939,0.7241
1692846954.205336,8.939,0.7251
1692846954.237434,8.939,0.7216
1692846954.273186,8.939,0.6991
1692846954.305112,8.922,0.7072
1692846954.337178,8.922,0.6794
1692846954.373221,8.922,0.702
1692846954.405210,8.922,0.6717
1692846954.437264,8.922,0.6759
1692846954.473134,8.922,0.7402
1692846954.505038,8.911,0.7165
1692846954.537139,8.911,0.693
1692846954.573246,8.911,0.6902
1692846954.605250,8.911,0.6956
1692846954.637185,8.911,0.7019
1692846954.673349,8.911,0.7047
1692846954.705278,8.908,0.7302
1692846954.737268,8.908,0.7321
1692846954.773528,8.908,0.7285
1692846954.805398,8.908,0.7196
1692846954.837354,8.908,0.7119
1692846954.873258,8.908,0.6838
1692846954.905529,8.903,0.6704
1692846954.937375,8.903,0.6939
1692846954.973335,8.903,0.7209
1692846955.005423,8.903,0.7364
1692846955.037389,8.903,0.7415
1692846955.073188,8.903,0.6792
1692846955.105386,8.905,0.7028
1692846955.137088,8.905,0.6942
1692846955.173683,8.905,0.713
1692846955.205441,8.905,0.7
1692846955.237316,8.905,0.7208
1692846955.273185,8.905,0.7083
1692846955.305160,8.913,0.6939
1692846955.337083,8.913,0.6909
1692846955.373029,8.913,0.7295
1692846955.405519,8.913,0.7028
1692846955.437155,8.913,0.7371
1692846955.473238,8.913,0.738
1692846955.505545,8.919,0.7195
1692846955.537063,8.919,0.7448
1692846955.573602,8.919,0.7117
1692846955.605633,8.919,0.7392
1692846955.637287,8.919,0.6864
1692846955.673103,8.919,0.7127
1692846955.705645,8.923,0.7293
1692846955.737269,8.923,0.7381
1692846955.773314,8.923,0.7054
1692846955.805354,8.923,0.7125
1692846955.837278,8.923,0.6972
1692846955.873061,8.923,0.726
1692846955.905212,8.926,0.7439
1692846955.937288,8.926,0.7155
1692846955.973187,8.926,0.7002
1692846956.005217,8.926,0.6788
1692846956.037088,8.926,0.7009
1692846956.073421,8.926,0.7075
1692846956.105309,8.932,0.7286
1692846956.137353,8.932,0.7515
1692846956.173213,8.932,0.7347
1692846956.204977,8.932,0.7142
1692846956.237301,8.932,0.6952
1692846956.273243,8.932,0.7271
1692846956.305394,8.938,0.7268
1692846956.337470,8.938,0.7032
1692846956.373472,8.938,0.7365
1692846956.405752,8.938,0.7282
1692846956.437809,8.938,0.6616
1692846956.473720,8.938,0.7317
1692846956.505455,8.941,0.6808
1692846956.537609,8.941,0.7237
1692846956.573470,8.941,0.749
1692846956.605658,8.941,0.7259
1692846956.637467,8.941,0.7192
1692846956.673498,8.941,0.7324
1692846956.705505,8.944,0.7227
1692846956.737507,8.944,0.7292
1692846956.773536,8.944,0.7534
1692846956.805217,8.944,0.7318
1692846956.837503,8.944,0.7383
1692846956.873611,8.944,0.6912
1692846956.905531,8.939,0.6998
1692846956.937568,8.939,0.75
1692846956.973529,8.939,0.6744
1692846957.005585,8.939,0.7467
1692846957.037534,8.939,0.6652
1692846957.073836,8.939,0.6207
1692846957.105834,8.936,0.6444
1692846957.137758,8.936,0.7196
1692846957.174106,8.936,0.695
1692846957.206119,8.936,0.73
1692846957.238075,8.936,0.6343
1692846957.274375,8.936,0.6267
1692846957.305773,8.937,0.5149
1692846957.337928,8.937,0.5431
1692846957.373694,8.937,0.6251
1692846957.405960,8.937,0.6459
1692846957.437728,8.937,0.376
1692846957.473799,8.937,0.524
1692846957.505860,8.94,0.2923
1692846957.537793,8.94,0.5844
1692846957.574198,8.94,0.3556
1692846957.606041,8.94,0.5057
1692846957.638088,8.94,0.386
1692846957.674641,8.94,0.4361
1692846957.705590,8.939,0.6598
1692846957.737525,8.939,0.4334
1692846957.773554,8.939,0.5757
1692846957.805648,8.939,0.6305
1692846957.837648,8.939,0.6906
1692846957.873544,8.939,0.4818
1692846957.905625,8.936,0.4502
1692846957.937534,8.936,0.3927
1692846957.973556,8.936,0.5904
1692846958.005672,8.936,0.4117
1692846958.037630,8.936,0.3867
1692846958.073517,8.936,0.4271
1692846958.105997,8.937,0.3235
1692846958.137652,8.937,0.3584
1692846958.173493,8.937,0.3976
1692846958.205490,8.937,0.3949
1692846958.237823,8.937,0.2682
1692846958.273897,8.937,0.498
1692846958.305714,8.942,0.5941
1692846958.337763,8.942,0.5111
1692846958.373499,8.942,0.6388
1692846958.405519,8.942,0.5869
1692846958.437541,8.942,0.6676
1692846958.473598,8.942,0.7145
1692846958.505617,8.941,0.6104
1692846958.537562,8.941,0.6102
1692846958.573548,8.941,0.5296
1692846958.605560,8.941,0.3154
1692846958.637570,8.941,0.5364
1692846958.673512,8.941,0.3831
1692846958.705797,8.941,0.3626
1692846958.737616,8.941,0.4215
1692846958.773586,8.941,0.3594
1692846958.805918,8.941,0.4531
1692846958.837805,8.941,0.3644
1692846958.873582,8.941,0.4867
1692846958.905652,8.939,0.5717
1692846958.937575,8.939,0.3844
1692846958.973539,8.939,0.3456
1692846959.005570,8.939,0.3018
1692846959.037519,8.939,0.4376
1692846959.073453,8.939,0.6118
1692846959.105591,8.935,0.4589
1692846959.137569,8.935,0.4811
1692846959.173465,8.935,0.4367
1692846959.205454,8.935,0.4638
1692846959.237524,8.935,0.4701
1692846959.273543,8.935,0.5084
1692846959.305665,8.933,0.6588
1692846959.338389,8.933,0.4441
1692846959.373588,8.933,0.5548
1692846959.405583,8.933,0.5258
1692846959.437603,8.933,0.5258
1692846959.473660,8.933,0.5823
1692846959.505620,8.936,0.5569
1692846959.537546,8.936,0.5416
1692846959.573447,8.936,0.5775
1692846959.605713,8.936,0.3457
1692846959.637609,8.936,0.4156
1692846959.673661,8.936,0.5431
1692846959.706130,8.942,0.5321
1692846959.738230,8.942,0.5716
1692846959.773736,8.942,0.6445
1692846959.805512,8.942,0.3669
1692846959.837614,8.942,0.514
1692846959.873876,8.942,0.3137
1692846959.905948,8.944,0.6379
1692846959.938138,8.944,0.3735
1692846959.973819,8.944,0.6383
1692846960.037723,8.944,0.5138
1692846960.074178,8.944,0.3292
1692846960.105604,8.943,0.6144
1692846960.137540,8.943,0.5017
1692846960.173609,8.943,0.491
1692846960.205606,8.943,0.5457
1692846960.237855,8.943,0.3401
1692846960.273583,8.943,0.4105
1692846960.305927,8.939,0.6413
1692846960.337518,8.939,0.4457
1692846960.373614,8.939,0.4737
1692846960.405657,8.939,0.6555
1692846960.437653,8.939,0.4252
1692846960.473610,8.939,0.6416
1692846960.505736,8.939,0.4087
1692846960.538000,8.936,0.6285
1692846960.573541,8.936,0.3761
1692846960.605727,8.936,0.3892
1692846960.637707,8.936,0.3663
1692846960.673715,8.936,0.5495
1692846960.705526,8.936,0.3613
1692846960.737687,8.936,0.6924
1692846960.773674,8.939,0.3765
1692846960.805639,8.939,0.7042
1692846960.837665,8.939,0.4726
1692846960.873628,8.939,0.673
1692846960.905504,8.939,0.6834
1692846960.937620,8.939,0.6677
1692846960.973488,8.939,0.6048
1692846961.005562,8.945,0.7265
1692846961.037599,8.945,0.7265
1692846961.073553,8.945,0.7076
1692846961.105664,8.945,0.6178
1692846961.137839,8.945,0.7018
1692846961.173944,8.945,0.6468
1692846961.205678,8.947,0.6564
1692846961.237700,8.947,0.5694
1692846961.274016,8.947,0.638
1692846961.305895,8.947,0.6991
1692846961.337598,8.947,0.6287
1692846961.373513,8.947,0.6776
1692846961.405540,8.945,0.6016
1692846961.437563,8.945,0.4579
1692846961.473424,8.945,0.6824
1692846961.505519,8.945,0.6613
1692846961.537500,8.945,0.6972
1692846961.573797,8.945,0.4955
1692846961.605522,8.946,0.6893
1692846961.637602,8.946,0.6736
1692846961.673515,8.946,0.7021
1692846961.705542,8.946,0.6953
1692846961.737638,8.946,0.6835
1692846961.773726,8.946,0.4113
1692846961.805611,8.952,0.7294
1692846961.837543,8.952,0.7085
1692846961.873849,8.952,0.7184
1692846961.905521,8.952,0.7206
1692846961.937698,8.952,0.7124
1692846961.973895,8.952,0.6973
1692846962.005711,8.959,0.7612
1692846962.037820,8.959,0.7077
1692846962.073625,8.959,0.734
1692846962.105733,8.959,0.7468
1692846962.137693,8.959,0.7607
1692846962.173550,8.959,0.7267
1692846962.208344,8.962,0.7664
1692846962.237530,8.962,0.736
1692846962.273555,8.962,0.747
1692846962.305566,8.962,0.7575
1692846962.337901,8.962,0.7619
1692846962.374317,8.962,0.74
1692846962.406083,8.965,0.7305
1692846962.437664,8.965,0.7468
1692846962.473800,8.965,0.7006
1692846962.505862,8.965,0.7361
1692846962.537518,8.965,0.754
1692846962.573509,8.965,0.7678
1692846962.605641,8.97,0.7601
1692846962.637510,8.97,0.7535
1692846962.673554,8.97,0.7602
1692846962.705568,8.97,0.7585
1692846962.737608,8.97,0.7294
1692846962.773963,8.97,0.7764
1692846962.805564,8.977,0.7604
1692846962.837624,8.977,0.7353
1692846962.873547,8.977,0.7525
1692846962.905590,8.977,0.7236
1692846962.937589,8.977,0.771
1692846962.973481,8.977,0.7269
1692846963.005635,8.98,0.7422
1692846963.037556,8.98,0.7449
1692846963.073737,8.98,0.7393
1692846963.105493,8.98,0.7393
1692846963.137624,8.98,0.6797
1692846963.173821,8.98,0.7656
1692846963.205524,8.979,0.7686
1692846963.237518,8.979,0.7247
1692846963.273472,8.979,0.7526
1692846963.305559,8.979,0.7168
1692846963.337569,8.979,0.6876
1692846963.373511,8.979,0.7162
1692846963.405553,8.977,0.7333
1692846963.437521,8.977,0.6971
1692846963.473845,8.977,0.6834
1692846963.505585,8.977,0.6888
1692846963.537635,8.977,0.7151
1692846963.573692,8.977,0.6698
1692846963.605736,8.975,0.6952
1692846963.637751,8.975,0.5988
1692846963.673573,8.975,0.6267
1692846963.705610,8.975,0.6391
1692846963.737561,8.975,0.705
1692846963.773798,8.975,0.7203
1692846963.805566,8.968,0.6335
1692846963.837694,8.968,0.682
1692846963.873580,8.968,0.6812
1692846963.905522,8.968,0.6411
1692846963.937532,8.968,0.6894
1692846963.973591,8.968,0.7119
1692846964.005556,8.969,0.709
1692846964.037541,8.969,0.6402
1692846964.073525,8.969,0.6802
1692846964.105564,8.969,0.7332
1692846964.137515,8.969,0.7018
1692846964.173607,8.969,0.6872
1692846964.205520,8.973,0.7071
1692846964.237515,8.973,0.7343
1692846964.273602,8.973,0.7282
1692846964.305469,8.973,0.7515
1692846964.337458,8.973,0.7526
1692846964.373590,8.973,0.7198
1692846964.405629,8.969,0.7499
1692846964.437822,8.969,0.7368
1692846964.473787,8.969,0.7259
1692846964.506057,8.969,0.747
1692846964.537916,8.969,0.6875
1692846964.574263,8.969,0.7236
1692846964.605634,8.961,0.7274
1692846964.638168,8.961,0.7413
1692846964.673573,8.961,0.719
1692846964.705605,8.961,0.7388
1692846964.737606,8.961,0.7419
1692846964.773565,8.961,0.7199
1692846964.805601,8.957,0.7016
1692846964.837912,8.957,0.727
1692846964.873561,8.957,0.719
1692846964.905718,8.957,0.762
1692846964.938123,8.957,0.7693
1692846964.973477,8.957,0.7519
1692846965.005706,8.954,0.7191
1692846965.037457,8.954,0.7007
1692846965.073650,8.954,0.7286
1692846965.105796,8.954,0.7184
1692846965.137655,8.954,0.7057
1692846965.173601,8.954,0.7061
1692846965.205707,8.953,0.7292
1692846965.237743,8.953,0.7078
1692846965.273541,8.953,0.7436
1692846965.305898,8.953,0.7279
1692846965.337672,8.953,0.7363
1692846965.373440,8.953,0.7223
1692846965.405924,8.954,0.7209
1692846965.437744,8.954,0.721
1692846965.473991,8.954,0.7371
1692846965.505563,8.954,0.7001
1692846965.537565,8.954,0.7273
1692846965.573459,8.954,0.6875
1692846965.605517,8.957,0.6838
1692846965.637556,8.957,0.7121
1692846965.673837,8.957,0.7568
1692846965.705557,8.957,0.7312
1692846965.737592,8.957,0.6765
1692846965.773495,8.957,0.5666
1692846965.805516,8.963,0.6023
1692846965.837593,8.963,0.6571
1692846965.873484,8.963,0.6608
1692846965.906096,8.963,0.6306
1692846965.937593,8.963,0.605
1692846965.973514,8.963,0.4355
1692846966.005821,8.968,0.5261
1692846966.037810,8.968,0.5484
1692846966.073533,8.968,0.4965
1692846966.105722,8.968,0.4224
1692846966.137619,8.968,0.611
1692846966.173564,8.968,0.4558
1692846966.205527,8.972,0.6606
1692846966.237619,8.972,0.68
1692846966.273520,8.972,0.6838
1692846966.305523,8.972,0.6769
1692846966.337579,8.972,0.6788
1692846966.373494,8.972,0.6874
1692846966.405530,8.977,0.6702
1692846966.437624,8.977,0.6554
1692846966.473828,8.977,0.593
1692846966.505571,8.977,0.6496
1692846966.537556,8.977,0.5549
1692846966.573593,8.977,0.559
1692846966.605607,8.977,0.5152
1692846966.637486,8.979,0.6827
1692846966.673758,8.979,0.5746
1692846966.705637,8.979,0.6596
1692846966.737546,8.979,0.6663
1692846966.773699,8.979,0.656
1692846966.805720,8.979,0.5772
1692846966.837731,8.978,0.7343
1692846966.873596,8.978,0.7322
1692846966.905644,8.978,0.7081
1692846966.937749,8.978,0.6835
1692846966.973810,8.978,0.6043
1692846967.005903,8.978,0.6837
1692846967.037597,8.98,0.7
1692846967.073710,8.98,0.6055
1692846967.105971,8.98,0.6855
1692846967.137636,8.98,0.68
1692846967.173713,8.98,0.7041
1692846967.206175,8.98,0.4622
1692846967.238144,8.984,0.7183
1692846967.273844,8.984,0.4368
1692846967.305990,8.984,0.463
1692846967.337642,8.984,0.4934
1692846967.373464,8.984,0.7028
1692846967.405622,8.984,0.3416
1692846967.437495,8.984,0.5097
1692846967.473142,8.984,0.6639
1692846967.505143,8.984,0.6952
1692846967.536952,8.984,0.3339
1692846967.573262,8.984,0.5866
1692846967.605250,8.984,0.5463
1692846967.637226,8.985,0.4478
1692846967.673205,8.985,0.6186
1692846967.705457,8.985,0.6994
1692846967.737096,8.985,0.6378
1692846967.773018,8.985,0.6918
1692846967.805343,8.985,0.5573
1692846967.837341,8.988,0.6879
1692846967.873056,8.988,0.6967
1692846967.905296,8.988,0.6022
1692846967.937074,8.988,0.7218
1692846967.973014,8.988,0.5554
1692846968.005299,8.988,0.601
1692846968.037085,8.989,0.7099
1692846968.073133,8.989,0.5549
1692846968.105310,8.989,0.6664
1692846968.137144,8.989,0.6917
1692846968.173305,8.989,0.654
1692846968.205184,8.989,0.6859
1692846968.237368,8.989,0.6366
1692846968.273495,8.989,0.6872
1692846968.305349,8.989,0.7068
1692846968.337041,8.989,0.7374
1692846968.373208,8.989,0.7396
1692846968.405341,8.989,0.6887
1692846968.437466,8.989,0.7609
1692846968.473338,8.989,0.6975
1692846968.505365,8.989,0.6859
1692846968.537284,8.989,0.7457
1692846968.573051,8.989,0.6029
1692846968.605129,8.989,0.708
1692846968.637084,8.989,0.5291
1692846968.673246,8.989,0.683
1692846968.705254,8.989,0.6667
1692846968.737067,8.989,0.7342
1692846968.773389,8.989,0.7008
1692846968.805275,8.989,0.7134
1692846968.837299,8.988,0.6971
1692846968.872994,8.988,0.6932
1692846968.905142,8.988,0.6353
1692846968.937103,8.988,0.5606
1692846968.973358,8.988,0.6261
1692846969.005218,8.988,0.6052
1692846969.037284,8.985,0.4466
1692846969.073313,8.985,0.5193
1692846969.105262,8.985,0.5035
1692846969.137334,8.985,0.3837
1692846969.173756,8.985,0.6646
1692846969.205270,8.985,0.5357
1692846969.237418,8.987,0.7125
1692846969.273451,8.987,0.6402
1692846969.305593,8.987,0.4834
1692846969.337469,8.987,0.6832
1692846969.373939,8.987,0.5153
1692846969.405391,8.987,0.5863
1692846969.437465,8.989,0.3892
1692846969.473714,8.989,0.6179
1692846969.505235,8.989,0.6708
1692846969.537526,8.989,0.6026
1692846969.573297,8.989,0.6669
1692846969.605377,8.989,0.6775
1692846969.637843,8.99,0.6711
1692846969.673077,8.99,0.7455
1692846969.705524,8.99,0.6678
1692846969.737454,8.99,0.5614
1692846969.773250,8.99,0.5945
1692846969.805342,8.99,0.7333
1692846969.837323,8.992,0.6986
1692846969.873430,8.992,0.6675
1692846969.905244,8.992,0.7244
1692846969.937155,8.992,0.7161
1692846969.973301,8.992,0.6665
1692846970.005374,8.992,0.6932
1692846970.037333,8.994,0.7198
1692846970.077627,8.994,0.6656
1692846970.109648,8.994,0.7391
1692846970.141527,8.994,0.7094
1692846970.177505,8.994,0.6598
1692846970.209462,8.994,0.7355
1692846970.241551,8.995,0.5903
1692846970.277347,8.995,0.6651
1692846970.309611,8.995,0.7115
1692846970.341611,8.995,0.5919
1692846970.377317,8.995,0.7135
1692846970.404886,8.995,0.7042
1692846970.437536,8.996,0.5342
1692846970.473671,8.996,0.7154
1692846970.505574,8.996,0.7118
1692846970.537673,8.996,0.6662
1692846970.573606,8.996,0.667
1692846970.605745,8.996,0.6904
